type,stock,price,quantity,cost,date,proceeds
BUY,RETA,128.63635738033906,263,33831.361991029175,2026-04-28,
SELL,EQ,87.50000232830652,364,,2026-04-28,31850.000847503576
SELL,GIX,88.88888505628589,372,,2026-04-28,33066.66524093835
SELL,HMI,78.01672997719727,263,,2026-04-28,20518.39998400288
SELL,OAC,86.79245402376684,312,,2026-04-28,27079.245655415252
SELL,CNF,100.0,338,,2026-04-28,33800.0
SELL,MSBI,96.66962066397942,339,,2026-04-28,32771.001405089024
SELL,TWNKW,128.63635738033906,263,,2026-04-28,33831.361991029175
SELL,SBPH,99.35780094244028,334,,2026-04-28,33185.50551477505
SELL,EHT,100.1980226905977,337,,2026-04-28,33766.73364673142
BUY,LN,86.66666004392866,396,34319.997377395746,2026-04-28,
BUY,SAEX,78.01672997719727,439,34249.3444599896,2026-04-28,
BUY,ALT,100.0,343,34300.0,2026-04-28,
BUY,SPT,100.0,343,34300.0,2026-04-28,
BUY,PLSE,101.63550680824274,337,34251.165794377805,2026-04-28,
BUY,RCP,100.0,343,34300.0,2026-04-28,
BUY,KLR,100.0,343,34300.0,2026-04-28,
BUY,USFD,95.1229200010921,360,34244.251200393155,2026-04-28,
BUY,EMP,78.01672997719727,439,34249.3444599896,2026-04-28,
SELL,RETA,85.1063883752509,263,,2026-04-28,22382.980142690987
SELL,LN,111.53846242018706,396,,2026-04-28,44169.23111839408
SELL,ALT,100.0,343,,2026-04-28,34300.0
SELL,SPT,116.0642966241056,343,,2026-04-28,39810.053742068216
SELL,PLSE,98.39081157795722,337,,2026-04-28,33157.70350177158
SELL,RCP,116.0642966241056,343,,2026-04-28,39810.053742068216
SELL,KLR,100.0,343,,2026-04-28,34300.0
SELL,USFD,98.24927019466007,360,,2026-04-28,35369.737270077625
SELL,EMP,116.0642966241056,439,,2026-04-28,50952.22621798236
BUY,NEW,103.27586109445434,344,35526.89621649229,2026-04-28,
BUY,PSN,116.0642966241056,306,35515.67476697631,2026-04-28,
BUY,NIU,98.4428238116568,361,35537.859396008105,2026-04-28,
BUY,IBKCO,100.26995298130865,355,35595.83330836457,2026-04-28,
BUY,DTP,100.0,356,35600.0,2026-04-28,
BUY,SUPV,106.6833804900755,333,35525.56570319514,2026-04-28,
BUY,JG,111.11111111111111,320,35555.555555555555,2026-04-28,
BUY,GIX,112.50000485063838,316,35550.001532801725,2026-04-28,
BUY,PBC,116.0642966241056,306,35515.67476697631,2026-04-28,
SELL,SAEX,82.06997914680989,439,,2026-04-28,36028.72084544954
SELL,NEW,119.26181829137505,344,,2026-04-28,41026.065492233014
SELL,PSN,82.06997914680989,306,,2026-04-28,25113.413618923823
SELL,NIU,116.11468266262482,361,,2026-04-28,41917.40044120756
SELL,IBKCO,100.38459818099797,355,,2026-04-28,35636.532354254276
SELL,DTP,100.0,356,,2026-04-28,35600.0
SELL,SUPV,98.90367948160628,333,,2026-04-28,32934.92526737489
SELL,JG,100.0,320,,2026-04-28,32000.0
SELL,GIX,88.88888505628589,316,,2026-04-28,28088.88767778634
SELL,PBC,82.06997914680989,306,,2026-04-28,25113.413618923823
BUY,OTLK,96.90410543718454,374,36242.13543350702,2026-04-28,
BUY,WEI,100.0,362,36200.0,2026-04-28,
BUY,ALT,119.26181829137505,304,36255.592760578016,2026-04-28,
BUY,NH,89.56706706096936,405,36274.66215969259,2026-04-28,
BUY,OSW,119.26181829137505,304,36255.592760578016,2026-04-28,
BUY,WALA,102.23729098312329,354,36192.00100802565,2026-04-28,
BUY,PAE,100.0,362,36200.0,2026-04-28,
BUY,NPA,100.0,362,36200.0,2026-04-28,
BUY,MINDP,99.39149159859947,365,36277.89443348881,2026-04-28,
BUY,SBT,97.25612042022867,373,36276.532916745295,2026-04-28,
SELL,OTLK,95.58948539671012,374,,2026-04-28,35750.46753836959
SELL,WEI,100.0,362,,2026-04-28,36200.0
SELL,ALT,85.29956741240187,304,,2026-04-28,25931.06849337017
SELL,NH,110.85578366071745,405,,2026-04-28,44896.59238259057
SELL,OSW,85.29956741240187,304,,2026-04-28,25931.06849337017
SELL,WALA,100.07815567512543,354,,2026-04-28,35427.6671089944
SELL,MINDP,98.36735309035576,365,,2026-04-28,35904.08387797985
SELL,SBT,101.56733115554314,373,,2026-04-28,37884.61452101759
BUY,RCA,100.0,320,32000.0,2026-04-28,
BUY,IAA,100.0,320,32000.0,2026-04-28,
BUY,ROAD,100.0,320,32000.0,2026-04-28,
BUY,PRPL,100.0,320,32000.0,2026-04-28,
BUY,EMP,100.20533567259655,320,32065.707415230896,2026-04-28,
BUY,CARR#,100.0,320,32000.0,2026-04-28,
BUY,GIX,100.0,320,32000.0,2026-04-28,
BUY,SELB,100.07148126551424,320,32022.874004964557,2026-04-28,
SELL,PAE,100.0,362,,2026-04-28,36200.0
SELL,NPA,100.0,362,,2026-04-28,36200.0
SELL,RCA,100.0,320,,2026-04-28,32000.0
SELL,IAA,100.0,320,,2026-04-28,32000.0
SELL,ROAD,100.0,320,,2026-04-28,32000.0
SELL,PRPL,100.0,320,,2026-04-28,32000.0
SELL,EMP,100.7172178161686,320,,2026-04-28,32229.509701173953
SELL,CARR#,100.0,320,,2026-04-28,32000.0
SELL,GIX,124.9999967662411,320,,2026-04-28,39999.99896519715
SELL,SELB,100.0,320,,2026-04-28,32000.0
BUY,FHB,106.23625382011465,339,36014.09004501887,2026-04-28,
BUY,EVFM,98.9583260897136,364,36020.83069665575,2026-04-28,
BUY,TRX,108.42105098048074,332,35995.788925519606,2026-04-28,
BUY,NTZ,101.93548510151524,354,36085.16172593639,2026-04-28,
BUY,ALT,94.99999906867725,379,36004.99964702868,2026-04-28,
BUY,NH,90.35025411092262,399,36049.75139025813,2026-04-28,
BUY,ADMP,98.70967861020729,365,36029.03269272566,2026-04-28,
BUY,AMPY,107.69231333696194,335,36076.92496788225,2026-04-28,
BUY,ASM,109.96309878693333,328,36067.89640211413,2026-04-28,
BUY,VBLT,89.74358831857879,402,36076.92250406867,2026-04-28,
SELL,FHB,100.43469410908111,339,,2026-04-28,34047.3613029785
SELL,EVFM,109.47368385829202,364,,2026-04-28,39848.42092441829
SELL,TRX,107.76699467354362,332,,2026-04-28,35778.64223161648
